iter	Logloss
294	0.6675616493
295	0.6675336468
296	0.6674982043
297	0.6674597674
298	0.6674271107
299	0.667403964
300	0.6673734402
301	0.6673376466
302	0.6672843581
303	0.6672676686
304	0.667233246
305	0.6671921383
306	0.6671604886
307	0.6671374576
308	0.6671121437
309	0.6670770588
310	0.6670468334
311	0.6670032605
312	0.6669631013
313	0.6669277304
314	0.6668713304
315	0.6668421492
316	0.6668057704
317	0.6667756102
318	0.6667406463
319	0.6667034503
320	0.6666644201
321	0.6666382144
322	0.6666012359
323	0.6665578401
324	0.6665172148
325	0.6664707725
326	0.6664356505
327	0.6664033383
328	0.6663834003
329	0.666353035
330	0.6663132334
331	0.6662850067
332	0.6662565313
333	0.6662317278
334	0.6661981784
335	0.6661607399
336	0.6661300758
337	0.6660956375
338	0.6660697549
339	0.6660365571
340	0.6660183134
341	0.6659937616
342	0.6659658914
343	0.6659358832
344	0.6659043923
345	0.6658775957
346	0.6658496395
347	0.6658104164
348	0.6657846085
349	0.6657443748
350	0.665709243
351	0.6656777711
352	0.665643693
353	0.6656128486
354	0.6656002136
355	0.6655667853
356	0.6655455294
357	0.6655221681
358	0.6654918213
359	0.6654583282
360	0.6654298719
361	0.6654013155
362	0.6653814615
363	0.6653602982
364	0.6653370461
365	0.6653212863
366	0.6652967563
367	0.6652600826
368	0.6652208064
369	0.6651994108
370	0.6651702263
371	0.6651393912
372	0.6651202489
373	0.6650906701
374	0.6650629563
375	0.6650308904
376	0.6650027193
377	0.664977897
378	0.6649394978
379	0.6649203931
380	0.6648880842
381	0.6648617261
382	0.6648307198
383	0.6647924544
384	0.664763559
385	0.6647479488
386	0.6647185444
387	0.6646904788
388	0.6646762177
389	0.664640076
390	0.6646025504
391	0.6645792607
392	0.664557976
393	0.6645234817
394	0.6644966571
395	0.6644612611
396	0.6644362772
397	0.6643991247
398	0.6643779774
399	0.6643531736
400	0.6643372557
401	0.6643032212
402	0.6642721439
403	0.6642453815
404	0.6641954789
405	0.6641632696
406	0.6641340761
407	0.6641013473
408	0.664081913
409	0.6640578061
410	0.664032875
411	0.664002798
412	0.6639755849
413	0.6639548013
414	0.6639256172
415	0.663905468
416	0.6638781802
417	0.6638556959
418	0.663825918
419	0.663795726
420	0.6637706242
421	0.6637417259
422	0.6637143633
423	0.6636815885
424	0.6636637299
425	0.6636452976
426	0.6636170773
427	0.6635975279
428	0.663564445
429	0.6635445753
430	0.6635156174
431	0.663489328
432	0.6634413161
433	0.6634347182
434	0.663403591
435	0.6633758739
436	0.6633508837
437	0.6633247589
438	0.6632961063
439	0.6632759471
440	0.6632522005
441	0.6632333039
442	0.6632065287
443	0.6631859662
444	0.6631681517
445	0.6631350844
446	0.663110144
447	0.6630884246
448	0.6630629032
449	0.6630468702
450	0.6630276717
451	0.6629972971
452	0.6629723258
453	0.662948374
454	0.6629222241
455	0.6629073663
456	0.6628770785
457	0.662837731
458	0.6628072629
459	0.6627726284
460	0.6627544126
461	0.6627084681
462	0.6626789354
463	0.6626492328
464	0.662621158
465	0.6626076368
466	0.662585877
467	0.6625605512
468	0.6625336179
469	0.6625048474
470	0.6624921528
471	0.6624520188
472	0.6624425743
473	0.6624037678
474	0.6623895163
475	0.6623643088
476	0.6623403286
477	0.6623152857
478	0.6622939241
479	0.6622661736
480	0.6622329599
481	0.6622033218
482	0.6621809742
483	0.662159923
484	0.6621398017
485	0.6621242408
486	0.6620987653
487	0.6620581963
488	0.6620329919
489	0.6620100883
490	0.6619936384
491	0.6619749779
492	0.6619298847
493	0.661910764
494	0.6618822888
495	0.6618601531
496	0.6618347496
497	0.6618201057
498	0.6617903217
499	0.6617681082
500	0.6617466621
501	0.6617267952
502	0.6617058905
503	0.6616800143
504	0.6616538331
505	0.6616313109
506	0.6616053195
507	0.6615836215
508	0.6615700661
509	0.6615263904
510	0.6615040459
511	0.6614915851
512	0.6614739806
513	0.661449246
514	0.6614212058
515	0.6613941645
516	0.6613757526
517	0.6613584354
518	0.6613367505
519	0.6613215133
520	0.6613036515
521	0.6612787395
522	0.6612572155
523	0.6612331605
524	0.6612127188
525	0.6611897374
526	0.6611626988
527	0.6611376124
528	0.6611173323
529	0.6610905701
530	0.6610681851
531	0.6610452226
532	0.6610027663
533	0.6609819176
534	0.6609588044
535	0.6609386583
536	0.6609094183
537	0.6608861311
538	0.6608719259
539	0.660847057
540	0.6608250636
541	0.6607994358
542	0.6607766506
543	0.6607490083
544	0.6607290821
545	0.6607124364
546	0.6606814111
547	0.6606485217
548	0.6606228389
549	0.6606013428
550	0.6605920343
551	0.6605618711
552	0.6605261494
553	0.660516698
554	0.6604988492
555	0.6604580472
556	0.6604324474
557	0.66040724
558	0.6603884362
559	0.6603688499
560	0.6603417921
561	0.6603212724
562	0.6603052021
563	0.6602805882
564	0.6602603463
565	0.6602368951
566	0.6601994008
567	0.6601584984
568	0.6601381812
569	0.6601200242
570	0.6601028937
571	0.6600776702
572	0.6600457098
573	0.6600278451
574	0.6600173367
575	0.6599992856
576	0.6599689634
577	0.6599462211
578	0.6599278869
579	0.6599056425
580	0.6598844578
581	0.6598673052
582	0.6598367813
583	0.6598172481
584	0.6597959635
585	0.6597650263
586	0.6597495555
587	0.6597287995
588	0.6597015088
589	0.659680812
590	0.6596510398
591	0.6596382808
592	0.6596000216
593	0.6595768818
594	0.659540547
595	0.6595259514
596	0.6595021235
597	0.6594768939
598	0.6594569842
599	0.6594447253
600	0.6594237772
601	0.6593866863
602	0.6593575483
603	0.6593368673
604	0.6593209121
605	0.6593019473
606	0.6592741677
607	0.6592491746
608	0.6592288352
609	0.6592118005
610	0.659194884
611	0.6591706617
612	0.6591443529
613	0.6591248594
614	0.6591076442
615	0.6590817123
616	0.659066413
617	0.6590449079
618	0.6590272233
619	0.6590056879
620	0.6589832037
621	0.6589602474
622	0.6589396563
623	0.6589125428
624	0.6588855531
625	0.658868671
626	0.6588411277
627	0.6588220389
628	0.658807445
629	0.658771605
630	0.6587488912
631	0.6587274675
632	0.6587057265
633	0.6586754984
634	0.6586565364
635	0.6586382243
636	0.6586156192
637	0.6585990706
638	0.6585799904
639	0.6585612649
640	0.6585391602
641	0.6585212616
642	0.6585058682
643	0.6584818889
644	0.6584672056
645	0.6584470813
646	0.6584248279
647	0.6583981703
648	0.6583717467
649	0.6583559494
650	0.6583281858
651	0.6582994345
652	0.6582748974
653	0.6582543013
654	0.6582266956
655	0.6582009407
656	0.6581751765
657	0.6581538708
658	0.6581314177
659	0.6581208125
660	0.6580865085
661	0.6580591777
662	0.6580416929
663	0.6580266046
664	0.6580072513
665	0.6579899405
666	0.6579651024
667	0.6579502131
668	0.6579168413
669	0.6578896716
670	0.6578688194
671	0.6578334668
672	0.657805852
673	0.6577836322
674	0.6577710814
675	0.6577505617
676	0.6577160978
677	0.657682312
678	0.6576679916
679	0.6576522197
680	0.6576179189
681	0.6575792493
682	0.6575673478
683	0.6575413229
684	0.6575237562
685	0.657506859
686	0.6574843867
687	0.6574684995
688	0.6574522184
689	0.6574276668
690	0.6574068151
691	0.6573830126
692	0.6573629621
693	0.6573433873
694	0.6573244
695	0.6573084846
696	0.6572891399
697	0.6572722454
698	0.6572593346
699	0.6572231084
700	0.6571881202
701	0.6571618301
702	0.6571448517
703	0.6571293189
704	0.6570943426
705	0.6570715941
706	0.6570470176
707	0.6570250768
708	0.6570058389
709	0.6569713943
710	0.6569544382
711	0.656940087
712	0.6569105881
713	0.6568932772
714	0.6568729759
715	0.6568517663
716	0.6568334737
717	0.6568145739
718	0.6567988578
719	0.6567752296
720	0.6567537898
721	0.6567296268
722	0.656713143
723	0.6566958349
724	0.6566778549
725	0.6566642627
726	0.656650384
727	0.656617298
728	0.6565937909
729	0.6565776616
730	0.6565540613
731	0.6565248151
732	0.656509634
733	0.6564943683
734	0.6564798143
735	0.6564636626
736	0.6564491649
737	0.6564370358
738	0.656424068
739	0.6563992947
740	0.6563669767
741	0.6563404975
742	0.6563238734
743	0.6563032828
744	0.6562781718
745	0.656246917
746	0.6562289001
747	0.6562008752
748	0.6561847845
749	0.6561695972
750	0.6561510711
751	0.6561273615
752	0.6561088943
753	0.6560716993
754	0.6560572603
755	0.6560337895
756	0.6560187234
757	0.655997458
758	0.655971489
759	0.655941205
760	0.6559091914
761	0.6558861877
762	0.6558588343
763	0.6558361144
764	0.6558221452
765	0.6558032763
766	0.6557797314
767	0.6557458521
768	0.6557134524
769	0.6557006006
770	0.6556795345
771	0.6556638805
772	0.6556371835
773	0.6556183901
774	0.6555908851
775	0.6555583656
776	0.6555379578
777	0.6555160676
778	0.6554839554
779	0.6554647938
780	0.6554377139
781	0.6554110445
782	0.6553966658
783	0.6553758171
784	0.6553543516
785	0.6553225152
786	0.6552996489
787	0.6552811155
788	0.6552720083
789	0.6552562
790	0.6552377294
791	0.6552046343
792	0.6551805302
793	0.655149127
794	0.6551351835
795	0.6551100414
796	0.6550842548
797	0.6550665337
798	0.6550416331
799	0.6550113825
800	0.6549908789
801	0.6549716551
802	0.6549582491
803	0.6549442236
804	0.654913985
805	0.6548900811
806	0.6548737439
807	0.6548564559
808	0.6548267655
809	0.6547969573
810	0.6547712919
811	0.654740037
812	0.6547160788
813	0.6546861599
814	0.6546608214
815	0.6546467596
816	0.6546166953
817	0.6545964933
818	0.6545776133
819	0.6545513204
820	0.6545298717
821	0.6545080519
822	0.6544871072
823	0.6544698025
824	0.6544564265
825	0.6544437264
826	0.6544212702
827	0.65439761
828	0.654368302
829	0.6543439281
830	0.6543227186
831	0.6543047639
832	0.654289937
833	0.6542711267
834	0.6542433073
835	0.6542241594
836	0.6542051976
837	0.6541888968
838	0.6541704078
839	0.6541510658
840	0.654121085
841	0.6541055235
842	0.6540842944
843	0.654071093
844	0.654053808
845	0.6540395382
846	0.6540251219
847	0.654012452
848	0.6539864544
849	0.6539610751
850	0.6539293195
851	0.6539121325
852	0.6538830108
853	0.6538691034
854	0.6538413339
855	0.6538220708
856	0.6537908537
857	0.653773487
858	0.6537555596
859	0.6537266421
860	0.653710569
861	0.6536899303
862	0.6536719138
863	0.6536414647
864	0.6536219152
865	0.6535997987
866	0.6535793039
867	0.6535611037
868	0.6535418408
869	0.6535219052
870	0.6535036263
871	0.6534820656
872	0.6534562849
873	0.6534275398
874	0.6533934196
875	0.6533610925
876	0.6533500172
877	0.6533277249
878	0.6532965202
879	0.6532791474
880	0.6532598024
881	0.6532318845
882	0.6532070958
883	0.6531886656
884	0.6531757004
885	0.6531626458
886	0.6531390446
887	0.6531105164
888	0.6530968389
889	0.6530747524
890	0.6530502911
891	0.6530215491
892	0.6530052743
893	0.6529848976
894	0.6529684881
895	0.65294655
896	0.6529262266
897	0.6529111015
898	0.6528993175
899	0.652870432
900	0.6528525335
901	0.6528230886
902	0.6527897981
903	0.6527590069
904	0.6527440923
905	0.6527290265
906	0.6527091529
907	0.6526937685
908	0.6526727134
909	0.6526587393
910	0.6526376452
911	0.6526199206
912	0.6525974647
913	0.6525686697
914	0.6525476464
915	0.6525252496
916	0.6525126415
917	0.6524943598
918	0.6524718101
919	0.652455355
920	0.6524435147
921	0.6524278612
922	0.6524105215
923	0.6523847635
924	0.6523568849
925	0.6523382154
926	0.6523198974
927	0.6522963838
928	0.6522811995
929	0.6522668426
930	0.6522511756
931	0.6522297295
932	0.6522094033
933	0.652184742
934	0.6521696786
935	0.6521494142
936	0.6521347615
937	0.6521145336
938	0.6520814204
939	0.6520541615
940	0.6520244989
941	0.6520049491
942	0.6519869599
943	0.6519659486
944	0.6519468129
945	0.6519179147
946	0.6518962268
947	0.6518824343
948	0.6518526867
949	0.6518343748
950	0.6518159477
951	0.6517834254
952	0.651768365
953	0.6517537717
954	0.6517394852
955	0.651721637
956	0.6516945493
957	0.6516680883
958	0.6516514563
959	0.6516245137
960	0.6516092759
961	0.6515927918
962	0.6515720221
963	0.6515425393
964	0.6515254979
965	0.6515096107
966	0.6514978528
967	0.651473105
968	0.6514565001
969	0.6514328455
970	0.651418113
971	0.651406178
972	0.6513880991
973	0.6513733932
974	0.6513533984
975	0.6513395167
976	0.6513266102
977	0.651311694
978	0.6512859394
979	0.6512664787
980	0.6512544544
981	0.6512356437
982	0.6512086133
983	0.6511926961
984	0.6511771273
985	0.6511611753
986	0.6511455186
987	0.6511290789
988	0.65111033
989	0.6510891506
990	0.6510585779
991	0.651047854
992	0.6510217117
993	0.6510013971
994	0.6509873681
995	0.6509745758
996	0.6509558803
997	0.6509355541
998	0.6509200334
999	0.6509023972
1000	0.6508862676
1001	0.6508677753
1002	0.6508540382
1003	0.6508428444
1004	0.6508323861
1005	0.6508023476
1006	0.6507886105
1007	0.650775116
1008	0.6507579793
1009	0.6507431429
1010	0.6507160614
1011	0.6507093511
1012	0.6506894619
1013	0.6506766736
1014	0.6506564715
1015	0.6506362631
1016	0.650623061
1017	0.6505964731
1018	0.6505703958
1019	0.6505515551
1020	0.6505268603
1021	0.6504976464
1022	0.6504871589
1023	0.6504668353
1024	0.6504386256
1025	0.6504214659
1026	0.650395912
1027	0.6503779252
1028	0.6503668228
1029	0.6503444291
1030	0.650332798
1031	0.6503199176
1032	0.6502999725
1033	0.6502809665
1034	0.6502676165
1035	0.6502548252
1036	0.6502371035
1037	0.6502208888
1038	0.6502099581
1039	0.6501852044
1040	0.6501726547
1041	0.6501563775
1042	0.6501399586
1043	0.6501289714
1044	0.650114204
1045	0.6500984939
1046	0.6500841132
1047	0.65005868
1048	0.6500318265
1049	0.6500181541
1050	0.649998215
1051	0.6499818525
1052	0.6499571546
1053	0.6499458393
1054	0.6499369465
1055	0.649908046
1056	0.6498935016
1057	0.6498674159
1058	0.6498557496
1059	0.6498354082
1060	0.6498073998
1061	0.6497868692
1062	0.649768194
1063	0.6497554934
1064	0.6497356101
1065	0.6497214299
1066	0.6496934002
1067	0.6496731922
1068	0.6496517793
1069	0.6496375167
1070	0.6496147005
1071	0.6495910928
1072	0.6495633797
1073	0.6495442199
1074	0.6495318446
1075	0.6495169558
1076	0.6494892367
1077	0.6494685203
1078	0.6494552563
1079	0.6494438257
1080	0.6494210154
1081	0.6494027362
1082	0.6493866395
1083	0.6493648721
1084	0.6493460548
1085	0.6493238353
1086	0.6493110727
1087	0.6492916887
1088	0.6492747679
1089	0.6492635146
1090	0.6492476776
1091	0.6492234259
1092	0.649212025
1093	0.649194567
1094	0.6491854968
1095	0.6491632892
1096	0.649145089
1097	0.6491288979
1098	0.6491145858
1099	0.6491032733
1100	0.6490787799
1101	0.6490673201
1102	0.6490448937
1103	0.6490327252
1104	0.6490191095
1105	0.6490039253
1106	0.6489871519
1107	0.6489706982
1108	0.6489518245
1109	0.6489373052
1110	0.6489136207
1111	0.6488892184
1112	0.6488783224
1113	0.6488591508
1114	0.6488449148
1115	0.6488183207
1116	0.6488084827
1117	0.6487923831
1118	0.6487770867
1119	0.6487586505
1120	0.6487505017
1121	0.6487404595
1122	0.6487289137
1123	0.6487183021
1124	0.6486985959
1125	0.6486843863
1126	0.648670002
1127	0.6486545761
1128	0.6486389192
1129	0.6486127446
1130	0.6486013114
1131	0.6485779133
1132	0.6485640817
1133	0.6485437761
1134	0.6485282936
1135	0.6485182486
1136	0.6484999278
1137	0.6484799766
1138	0.6484599483
1139	0.6484401583
1140	0.6484187186
1141	0.648404305
1142	0.6483794685
1143	0.6483559523
1144	0.6483363349
1145	0.6483133857
1146	0.6483035857
1147	0.648288753
1148	0.6482799781
1149	0.6482579949
1150	0.6482339229
1151	0.6482231694
1152	0.6481988941
1153	0.648180762
1154	0.6481706879
1155	0.6481476793
1156	0.6481328407
1157	0.6481100332
1158	0.6480890898
1159	0.6480633851
1160	0.648047167
1161	0.6480341379
1162	0.6480173294
1163	0.6480071987
1164	0.6479896281
1165	0.6479792552
1166	0.6479625293
1167	0.647947286
1168	0.6479286491
1169	0.6479050235
1170	0.6478914341
1171	0.6478698644
1172	0.6478455598
1173	0.6478338903
1174	0.6478151205
1175	0.6478043693
1176	0.6477913443
1177	0.6477727781
1178	0.6477585812
1179	0.6477457306
1180	0.6477213902
1181	0.6477071483
1182	0.647683437
1183	0.6476733301
1184	0.6476531216
1185	0.647638992
1186	0.6476253022
1187	0.6476118666
1188	0.6475888617
1189	0.6475691991
1190	0.6475518617
1191	0.6475378563
1192	0.6475184188
1193	0.6475013546
1194	0.6474790198
1195	0.6474564549
1196	0.6474420207
1197	0.647431267
1198	0.6474163516
1199	0.6473939991
1200	0.6473810302
1201	0.6473633883
1202	0.6473406462
1203	0.6473269569
1204	0.647314552
1205	0.6472989275
1206	0.6472733353
1207	0.6472590107
1208	0.6472452646
1209	0.6472305261
1210	0.6472089592
1211	0.6471942182
1212	0.6471699929
1213	0.6471579456
1214	0.647132474
1215	0.6471153142
1216	0.6470958767
1217	0.6470753436
1218	0.6470643566
1219	0.6470410796
1220	0.647020434
1221	0.6469984864
1222	0.6469908927
1223	0.6469810276
1224	0.646964898
1225	0.6469539433
1226	0.6469317624
1227	0.6469108428
1228	0.6468929411
1229	0.6468762269
1230	0.6468587448
1231	0.6468455691
1232	0.6468344344
1233	0.6468204081
1234	0.6468076017
1235	0.6467925649
1236	0.6467777707
1237	0.6467557728
1238	0.6467397375
1239	0.646718354
1240	0.6467047676
1241	0.6466840602
1242	0.6466704117
1243	0.6466612293
1244	0.6466451293
1245	0.6466303616
1246	0.6466149115
1247	0.6465975269
1248	0.6465810168
1249	0.6465723305
1250	0.646555643
1251	0.6465446322
1252	0.6465342919
1253	0.6465185228
1254	0.6465010677
1255	0.6464895128
1256	0.6464728254
1257	0.6464625143
1258	0.6464410891
1259	0.6464239409
1260	0.6464103602
1261	0.6463897088
1262	0.646371449
1263	0.6463626146
1264	0.6463485527
1265	0.6463337199
1266	0.6463239675
1267	0.6463144261
1268	0.6462980574
1269	0.6462889606
1270	0.6462815531
1271	0.6462664253
1272	0.6462482933
1273	0.6462357257
1274	0.6462251191
1275	0.6462079004
1276	0.6461913313
1277	0.6461688457
1278	0.6461496149
1279	0.6461355232
1280	0.6461211658
1281	0.6461066344
1282	0.64608977
1283	0.6460803158
1284	0.6460724001
1285	0.6460567202
1286	0.6460421324
1287	0.6460223967
1288	0.6460073573
1289	0.6459902295
1290	0.6459737223
1291	0.6459549997
1292	0.6459393759
1293	0.6459197905
1294	0.6459012685
1295	0.6458835442
1296	0.6458640217
1297	0.6458492275
1298	0.6458367638
1299	0.6458230031
1300	0.6458089974
1301	0.6457946402
1302	0.6457810594
1303	0.6457691216
1304	0.6457591947
1305	0.6457496541
1306	0.6457293338
1307	0.6457116094
1308	0.6456969244
1309	0.6456726344
1310	0.6456648632
1311	0.6456575356
1312	0.6456432519
1313	0.6456343585
1314	0.6456132468
1315	0.6456026993
1316	0.6455839447
1317	0.6455646611
1318	0.6455522615
1319	0.6455417731
1320	0.6455230775
1321	0.6455137416
1322	0.6455062751
1323	0.6454900132
1324	0.64547982
1325	0.6454589854
1326	0.6454456064
1327	0.6454232068
1328	0.6454156692
1329	0.6454005796
1330	0.6453925637
1331	0.6453737257
1332	0.6453534817
1333	0.6453320863
1334	0.6453128233
1335	0.6452996506
1336	0.6452879094
1337	0.6452656845
1338	0.6452518906
1339	0.6452407369
1340	0.6452326567
1341	0.6452122066
1342	0.6452016356
1343	0.645188761
1344	0.6451739575
1345	0.645161172
1346	0.6451481791
1347	0.645127788
1348	0.6451156286
1349	0.6451061441
1350	0.6450847906
1351	0.6450644496
1352	0.6450552347
1353	0.6450454549
1354	0.645032903
1355	0.6450216175
1356	0.6449963061
1357	0.6449783603
1358	0.6449654266
1359	0.6449532332
1360	0.6449346287
1361	0.6449284234
1362	0.64490929
1363	0.6448892952
1364	0.6448796637
1365	0.644872421
1366	0.644862402
1367	0.6448408685
1368	0.6448183003
1369	0.644806339
1370	0.6447932255
1371	0.6447732766
1372	0.6447559126
1373	0.6447411477
1374	0.6447334659
1375	0.6447097135
1376	0.6446957698
1377	0.6446714037
1378	0.6446572525
1379	0.6446421593
1380	0.6446247362
1381	0.6446059097
1382	0.6445918424
1383	0.6445846357
1384	0.6445695451
1385	0.6445585578
1386	0.6445401451
1387	0.6445252881
1388	0.6445038754
1389	0.6444875662
1390	0.644473415
1391	0.6444604727
1392	0.6444417027
1393	0.6444341746
1394	0.6444255243
1395	0.6444043206
1396	0.6443896449
1397	0.6443703057
1398	0.6443595518
1399	0.6443358946
1400	0.6443247272
1401	0.6443050896
1402	0.6442933965
1403	0.6442854477
1404	0.6442653349
1405	0.6442525697
1406	0.6442406345
1407	0.6442285811
1408	0.644220876
1409	0.6442085949
1410	0.644185017
1411	0.6441687752
1412	0.6441489303
1413	0.6441344607
1414	0.6441168834
1415	0.6441011733
1416	0.64408655
1417	0.6440630727
1418	0.6440460861
1419	0.644033262
1420	0.6440178976
1421	0.6440062578
1422	0.643986381
1423	0.6439707893
1424	0.6439574538
1425	0.6439493019
1426	0.643939375
1427	0.6439171558
1428	0.6438997627
1429	0.6438888907
1430	0.6438745653
1431	0.6438635522
1432	0.6438548687
1433	0.643837162
1434	0.6438243997
1435	0.6438023012
1436	0.6437883276
1437	0.6437715253
1438	0.643757903
1439	0.6437403028
1440	0.6437186797
1441	0.6437088112
1442	0.6436916922
1443	0.6436850762
1444	0.6436718414
1445	0.6436623281
1446	0.6436492475
1447	0.6436418966
1448	0.6436286029
1449	0.6436207231
1450	0.643604993
1451	0.6435892541
1452	0.6435717001
1453	0.643556729
1454	0.6435463296
1455	0.6435161948
1456	0.6435039613
1457	0.6434913115
1458	0.6434700199
1459	0.6434617501
1460	0.6434522396
1461	0.6434354576
1462	0.6434264427
1463	0.6434054308
1464	0.643388908
1465	0.6433799263
1466	0.6433673776
1467	0.6433480525
1468	0.6433336061
1469	0.6433227968
1470	0.6433028222
1471	0.6432901923
1472	0.6432712637
1473	0.6432636767
1474	0.6432492348
1475	0.6432325206
1476	0.6432194427
1477	0.6432140284
1478	0.6432012948
1479	0.6431907772
1480	0.6431837451
1481	0.6431655845
1482	0.643154721
1483	0.6431443244
1484	0.6431318548
1485	0.6431166476
1486	0.6431039141
1487	0.6430865214
1488	0.6430732305
1489	0.6430597089
1490	0.6430430452
1491	0.6430338919
1492	0.643021068
1493	0.6430036779
1494	0.6429911519
1495	0.6429802269
1496	0.6429698894
1497	0.642958137
1498	0.6429394144
1499	0.6429252705
